"","post_id","post_author","post_category","post_title","post_date_time","post_ip","post_country","post_content","post_board"
"2340","M.1420980502.A.216","e002311","問題","中文顯示 ",2015-01-11 20:48:19,NA,NA,"文章分類提示:- 問題: 當你想要問問題時，請使用這個類別[問題類型]:經驗諮詢(我想用R 連接某些資料庫，請問大家的經驗)[軟體熟悉度]:請把以下不需要的部份刪除入門(寫過其他程式，只是對語法不熟悉)使用者(已經有用R 做過不少作品)[問題敘述]:請簡略描述你所要做的事情，或是這個程式的目的我下載了104銀行的職缺，並且轉成dataframe, 在RStudio用View()可正常顯示中文
但使用的時候，卻無法正常當作中文(叫出來是一堆/xb6等的編碼)，
也就無法用Rwordseg包的segmentCN了https://drive.google.com/folderview?id=0B2uFE44KhggoZTJxZXprNXpGcGs&usp=sharingAllProcess.R 是我爬下來時的使用方式
crawlerFile.rds 是我爬下來之後的list
filterLessThan11 是我轉成的dataFrame

若指定dataFrame叫出來的內容會是\xe6等字眼

想問一下怎麼解決這個問題

我的電腦是Win8
用R-3.1.2跟RRO8.0.1

[程式範例]:張貼能夠重現錯誤的程式碼，可以幫助版友更快的幫你解決問題程式碼可貼於以下網站：http://ideone.com/http://codepad.orghttp://pastie.org/http://nopaste.info/http://pastebin.com/http://paste.plurk.comhttp://gist.github.com/http://nopaste.csie.org/[關鍵字]:選擇性，也許未來有用--
作宅男其實也沒什麼不好。

你千萬別問我為什麼，

因為你不是，就算解釋了，你依舊不會了解。


--","R_Language"
"2341","M.1420942902.A.024","psinqoo","問題","取出資料 增加欄位到一張新表",2015-01-11 10:21:38,NA,NA,"ctrl + y 可以刪除一整行，請將不需要的內容刪除文章分類提示:- 問題: 當你想要問問題時，請使用這個類別- 分享: 當你看到別人的心得時，請使用這個類別。版主鼓勵你幫版友歸納重點(選擇性)- 情報: 當你看到消息時，請使用這個類別。版主鼓勵你幫版友歸納重點(選擇性)[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:
*[1;30;40m
使用者(已經有用R 做過不少作品)


[問題敘述]:從data取出資料 到一張新表 並在增加欄位e.gx1<-data$文章內文接下來 我想形成 一張表id      文章內文txt1    柯PXXXXtxt2    阿扁XXXXtxt3    蘋果XXXXXXXX...     ........     .....說明想增加欄位 id txt1 txt2....文章內文 是從 舊表data中取出的資料然後形成新表想知道這段CODE如何寫原本資料http://ppt.cc/GXwT新資料http://ppt.cc/OuiW[程式範例]:[關鍵字]:

欄位 表格選擇性，也許未來有用--

--","R_Language"
"2342","M.1420804329.A.1FA","pornstar","問題","Re: lm函式是否能計算高維度的資料?",2015-01-09 19:52:07,NA,NA,"目前嘗試使用glmnet處理

code如下:

Model<-glmnet(Data,Target)

其中Data是維度很高的資料 約100*10000  Target是欲fitting的目標 100*1

兩個都是矩陣形式 資料都是純數值

接著想檢查fitting出的答案跟Target像不像

Result<-predict(Model,Data)  ##再把Data丟進去一次看結果

我本來預期訓練出的結果應該跟Target資料差不多

結果一看Result  竟然是100*100的矩陣

然後矩陣內的數字幾乎都一模一樣  就是Target整體資料的平均值

我有兩個疑問:

1.為何吐出來的Result是100*100 而非100*1?

(後來我在glmnet內加入nlambda=1條件 就變成吐出100*1 nlanbda預設100 但不知道

這個參數的作用是甚麼)


2.為何Result內的數值都是Target整體的平均值? 這樣有預測跟沒預測一樣

等同於預測出的答案全填整體的平均


對glmnet不太熟悉  還希望高手指點~~

感謝!!

--","R_Language"
"2343","M.1420762849.A.8CE","wakke","問題","請問趨勢線的分類篩選?",2015-01-09 08:20:47,NA,NA,"想請問一下，我現在在分析一個網站的產品退件數趨勢分析，資料結構大概是這樣


     月份-退件   1    2    3   4   5 .....................12

ID1               5    7    10  20  3......................1
ID2               3    5    1    2  10.....................5



然後我想把每個ID都畫成趨勢線，瞭解一年中的起伏狀況(資料約2萬筆)

然後這些2萬筆資料中，我想大概分群成3~5個clusters(同時產生估計的趨勢線)

那本來是想用kmeans 或SVM 但是點狀的資料還會處理，但是這樣每個ID有多筆資料

而且我是想資料1~12月份的趨勢，而不是1、2、3.....月的點狀群聚狀況

請問這樣有那個Package可以去做嗎?謝謝提供意見喔。

--

--","R_Language"
"2344","M.1420710646.A.60F","pornstar","問題","lm函式是否能計算高維度的資料?",2015-01-08 17:50:44,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[問題敘述]:

各位好~!

我的資料型態是變數 >> 要預測的目標 (也就是變數的維度很高)

假設是 10x10000的資料  也就是由10000個變數作回歸 分析出10個對應結果


將資料丟進lm()做回歸分析時  發現會跑出一堆NA


但是如果我將變數做擷取 從原先的10000取前9行 (讓行數小於列數: 9 < 10)

在丟進lm() 這樣就可以正常運作 生出10個對應結果


但是這樣只是取原先資料的一小部份來做回歸

想請問lm()函式  或是R語言 要怎樣做才能對這種變數維度很高的資料回歸分析呢?


先感謝回答~~

--","R_Language"
"2345","M.1420627893.A.E2A","PhysicsBoy","問題","關於銀幕輸出的問題",2015-01-07 18:51:29,NA,NA,"[問題類型]:
程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)

[軟體熟悉度]:
入門(寫過其他程式，只是對語法不熟悉)

[問題敘述]:

小弟作模擬的過程中，由於需要檢查是否在流程上有無錯誤，
以往使用c語言時，輸出可隨著迴圈變數而改變，
即當迴圈變數為i時，
當i=5則顯示出i是5的資訊，
所以想請教諸位大大
不曉得R是否有這樣的功能方便檢查模擬細節呢?

謝謝

--
離開你的視線~讓情緒完完整整的宣洩~

我想今夜就這樣吧~

反正孤獨也無所謂~

--","R_Language"
"2346","M.1420456736.A.05E","gotodmcyo","問題","Re: 使用animation的saveGIF出現error",2015-01-05 19:18:49,NA,NA,"恩...時間有點久遠所以就回文

剛好最近也在用 animation package做些東西

在 Mac 上裝好 ImageMagick 跟 install.packages(""animation"")後沒什麼問題

由於明天要跟老闆 meeting 就在win7上跑了一下

在存gif時也跑出了錯誤

google發現這篇https://github.com/yihui/animation/issues/55在yulijia commented on 29 Nov 2014的留言有提到解答

有興趣的朋友可以去看

但重點就是裝開發版本的animation 有修正這個bug

下方是留言中的安裝過程 code
# install the development version
install.packages('devtools')
library(devtools)
install_github(""yihui/animation"")
library(animation)
saveGIF({for (i in 1:10) plot(runif(10), ylim = 0:1)})


如果最後有順利跑出gif就是成功了...※ 引述《tokyo291 (工口工口)》之銘言：: [問題類型]:: 程式諮詢: [軟體熟悉度]:: 使用者(已經有用R 做過不少作品): [問題敘述]:: 想把plot的動態圖形存成GIF檔,使用animation這個package: 出現錯誤訊息,查了之後,執行這個結果需要安裝ImageMagick: 在下列網址可以找到安裝檔: http://www.imagemagick.org/script/binary-releases.php: 安裝完之後,成功一次轉出GIF檔: 在一次執行時就轉不出來了...: [程式範例]:: > saveGIF({: +     for (i in 1:10) plot(runif(10), ylim = 0:1): + }): Executing:: ""convert"" -loop 0 -delay 100 Rplot1.png Rplot2.png Rplot3.png Rplot4.png: Rplot5.png:     Rplot6.png Rplot7.png Rplot8.png Rplot9.png Rplot10.png ""animation.gif"": 'convert"" -loop 0  -delay 100 Rplot1.png Rplot2.png Rplot3.png Rplot4.png: Rplot5.png Rplot6.png Rplot7.png Rplot8.png Rplot9.png Rplot10.png: ""animation.gif' 不是內部或外部命令、可執行的程式或批次檔。: 參數無效 - 0: an error occurred in the conversion... see Notes in ?im.convert: [1] FALSE: 警告訊息：: 1: 執行中命令 'C:\WINDOWS\system32\cmd.exe /c ""convert"" -loop 0  -delay 100: Rplot1.png Rplot2.png Rplot3.png Rplot4.png Rplot5.png Rplot6.png Rplot7.png: Rplot8.png Rplot9.png Rplot10.png ""animation.gif""' 已有狀態 1: 2: In cmd.fun(convert) ::   '""convert"" -loop 0  -delay 100 Rplot1.png Rplot2.png Rplot3.png Rplot4.png: Rplot5.png Rplot6.png Rplot7.png Rplot8.png Rplot9.png Rplot10.png: ""animation.gif""' execution failed with error code 1: 3: 執行中命令 '""convert"" -loop 0  -delay 100 Rplot1.png Rplot2.png Rplot3.png: Rplot4.png Rplot5.png Rplot6.png Rplot7.png Rplot8.png Rplot9.png Rplot10.png: ""animation.gif""' 已有狀態 4: 4: In normalizePath(path.expand(path), winslash, mustWork) ::   path[1]=""animation.gif"": 系統找不到指定的檔案。: [關鍵字]:: animation/ImageMagick/saveGIF--


耍心眼掉眼淚 扮笑臉說是非

酸民就是矯情 用C4就對了！


--","R_Language"
"2347","M.1419861310.A.1A1","oldjojotenya","問題","quntmod中的to.monthly",2014-12-29 21:55:08,NA,NA,"[問題類型]:
程式諮詢

[軟體熟悉度]:
打怪升級中

[問題敘述]:
可請教各位版大quantmod當中to.monthly函數是怎麼計算OHLC數據的嘛？
是用月平均值呢還是月中位數抑或是月的end point值？
看了help page的解釋有提到日期本身是用end point計算的，但是沒提到OHLC數值
透過to.monthly轉換的過程是用什麼方法換算的？謝謝

[關鍵字]:
to.monthly

--","R_Language"
"2348","M.1419819691.A.1EB","Wush978","分享","在Ubuntu上架設能顯示中文的shiny-server",2014-12-29 10:21:28,NA,NA,"[關鍵字]: shiny, shiny-server, chinese, png device, fonts



大家好，

昨天我架設shiny-server時，發生圖中的中文無法正確顯示的問題。

經過一陣摸索和google之後，發現相關的知識挺零碎的。

我自己把問題切割成兩個面向：

1. png device 在缺乏x11環境時導致的錯誤。這個在SO中有看到幾位大大的建議，

   原則上就是使用cairo

2. 字型的缺乏，導致圖中的中文變成方塊。

   這部份的資料很少，我是跑去搜尋Ubuntu的套件資訊時才找到的，花了很大力氣。

最後我將整個過程，從minimal ubuntu開始，到設定出能正確顯示中文的shiny-server，

寫在https://registry.hub.docker.com/u/wush978/tw-r-shiny/dockerfile/之中

給大家（和未來的我）參考。

--","R_Language"
"2349","M.1419518656.A.B83","PhysicsBoy","問題","讀取txt檔的問題",2014-12-25 22:44:13,NA,NA,"入門(寫過其他程式，只是對語法不熟悉)

[問題敘述]:

小弟在作一些模擬時建立了一個陣列array(dim=c(1000,3,10000))
大家可以清楚看到該陣列維度是1000x3x10000
跑完模擬後
我用dput指令輸出到一txt檔

日後我又以dget讀取該txt檔
此時問題來了
讀到一半就會顯示記憶體不足
我該如何讓資料可以完全讀取呢?

想請教板上的大大們

--
離開你的視線~讓情緒完完整整的宣洩~

我想今夜就這樣吧~

反正孤獨也無所謂~

--","R_Language"
"2350","M.1419338488.A.F31","psinqoo","分享","寫了一個 shinyapp",2014-12-23 20:41:18,NA,NA,"類別說明:

- 心得: 當你自己想要分享經驗時，請使用這個類別。

寫了一個股價查詢APP，資料來源是美國雅虎財經，

只要USA雅虎有的，就能查的到。

請鞭小力點https://aska.shinyapps.io/stock/在迷迷糊糊寫出來，結果因為微軟更新，重開掛點。

目前也正想辦法恢復記憶中，唯一慶幸是有掛上去shinyapp

養成好習慣，寫完後CODE自動上傳雲端，或著在雲端上寫，

就比較不會有悲劇。

補充一下 TA=addSM()，似乎有問題。

寫兩個指標時，我是用c(指標1(參數，顏色)，指標2(參數，顏色))





[關鍵字]:

shinyapp quantmod

[出處]:

shiny

[重點摘要]:

shinyapp 上傳 透過Rstudio

quantmod 技術指標

--","R_Language"
"2351","M.1418910652.A.1CE","Carollax","問題","在建立的package中使用其它package功能",2014-12-18 21:50:50,NA,NA,"[問題類型]:

程式諮詢

[軟體熟悉度]:

使用者

[問題敘述]:

有一個函數，現在想把它包裝成package

我參考板上《五分鐘學會「如何使用Rstudio建立R套件」》去建package

函數當中會把輸入的資料轉成data.table，再用到「:=」的取代功能

但都會跳出錯誤訊息說我的資料型態不是data.table無法使用「:=」指令

問題是我加上print去查看資料的class，它的確是data.table

而此問題在包裝成package前是不存在的，單純source這個code是可以跑的

我猜想是不是在package中調用到其它套件要另外調整？

想請問這情況何解？

[程式範例]:

##
f <- function(data){
  data <- data.table(data)
  print(is.data.table(data))
  data[,X:=20]
}
##

例如說上面這個函數，我直接source就沒問題

但是如果弄成package就會顯示以下錯誤訊息：

Error in `:=`(X, 20) :
  Check that is.data.table(DT) == TRUE. Otherwise, := and `:=`(...) are
defined for use in j, once only and in particular ways. See help("":="").

但用is.data.table去測試，發現確實是data.table沒錯

(奇怪的是data.table跟is.data.table也是data.table套件的函數，但皆運作正常)

[關鍵字]:

Package、data.table

--","R_Language"
"2352","M.1418805378.A.5F0","iwantstronge","問題","一次用多模型作預測",2014-12-17 16:36:15,NA,NA,"[軟體熟悉度]:
入門(寫過其他程式，只是對語法不熟悉)

[問題敘述]:

版友們好!

1.SPSS可以一次同時選擇多個模型來作預測  將預測結果的誤差縮到最小~

(變成一個複合模型)

想請問R有辦法做到這件事嗎?

我目前只會用各別的單一模型來做預測 在選擇誤差最小的模型


2.另外我目前也在學著用RevoscaleR  看了user guide

是否RevoscaleR只能用在特地幾個模型 而無法使用nnet? (user guide沒列出來)

以上兩個問題~感謝~

--","R_Language"
"2353","M.1418715770.A.58C","andrew43","問題","Re: extendChi離散化 用法",2014-12-16 15:42:46,NA,NA,"你在來信當中有提到你是在excel中建立資料，並想導入R中進行分析。

傳統上，R是不接受excel的預設格式的，而是先在excel中轉存成純文字檔，
再交給R來讀取。

你在excel中選取另存新檔，應該可以找到一些可用的純文字格式，
例如 CSV（中文可能譯作逗號分隔檔案之類的），可以選它，
再用R的 read.csv(""filename.csv"") 來讀取。

過去我有一個給初學者的影片有介紹這些內容，
請參考http://youtu.be/STcIxf_vUWY?t=8m36s（可能會插播廣告）。※ 引述《vioan223 (vioan223)》之銘言：: [問題類型]:: 程式諮詢: [軟體熟悉度]:: 新手(沒寫過程式，R是我的第一次): [問題敘述]:: 我想用extendCHi2將連續數值切成離散值，但我不知道怎麼使用，想: 請問有人有成功使用過嗎?可以教我嗎?我會非常感激，謝謝--http://apansharing.blogspot.com/--","R_Language"
"2354","M.1418569737.A.B19","vioan223","問題","extendChi離散化 用法",2014-12-14 23:08:55,NA,NA,"[問題類型]:
程式諮詢

[軟體熟悉度]:
新手(沒寫過程式，R是我的第一次)

[問題敘述]:
我想用extendCHi2將連續數值切成離散值，但我不知道怎麼使用，想
請問有人有成功使用過嗎?可以教我嗎?我會非常感激，謝謝


--","R_Language"
"2355","M.1418356756.A.661","psinqoo","問題","Re: Shinyapp",2014-12-12 11:59:14,NA,NA,"在我的電腦RUN是正常
用的是 rvest 包


但有出現
Note: the specification for class “Token” in package ‘selectr’ seems
equivalent to one from package ‘httr’: not turning on duplicate class
definitions for this class.




但上傳後 出現

Error:server certificate verification failed.

CAfile: /usr/local/lib/R/site-library/httr/cacert.pem CRLfile: nonehttp://ppt.cc/XO~8需要做甚麼調整※ 引述《psinqoo (零度空間)》之銘言：::   問題: shinyapp server.r:: [問題類型]::: 程式諮詢:: [軟體熟悉度]::: 使用者(已經有用R 做過不少作品): [問題敘述]::: 我在 ui.r 讓使用者能輸入 ""數字"": 在server.r: ui.r 輸入後到 server.r 參數 input$num: x1<-""https://www.xxx.xxx/xx/xxx/xxx_數字.html"": (x1<-""https://www.xxx.xxx/xx/xxx/xxx_input$num.html""): 這段要怎麼寫: 例如 ui.r 使用者 輸入 1234: x1<-""https://www.xxx.xxx/xx/xxx/xxx_1234.html"":: [程式範例]::: 張貼能夠重現錯誤的程式碼，可以幫助版友更快的幫你解決問題:: [關鍵字]:: shinyapp:: 選擇性，也許未來有用:: 謝謝各位大大解答: 正解: x1<-paste(""https://www.xxx.xxx/xx/xxx/xxx_"",input$num,"".html"",sep="""")--","R_Language"
"2356","M.1418302870.A.1B1","psinqoo","問題","Shinyapp",2014-12-11 21:00:55,NA,NA,"問題: shinyapp server.r[問題類型]:程式諮詢[軟體熟悉度]:使用者(已經有用R 做過不少作品)[問題敘述]:我在 ui.r 讓使用者能輸入 ""數字""在server.rui.r 輸入後到 server.r 參數 input$numx1<-""https://www.xxx.xxx/xx/xxx/xxx_數字.html""(x1<-""https://www.xxx.xxx/xx/xxx/xxx_input$num.html"")這段要怎麼寫例如 ui.r 使用者 輸入 1234x1<-""https://www.xxx.xxx/xx/xxx/xxx_1234.html""[程式範例]:張貼能夠重現錯誤的程式碼，可以幫助版友更快的幫你解決問題[關鍵字]:

shinyapp選擇性，也許未來有用謝謝各位大大解答

正解

x1<-paste(""https://www.xxx.xxx/xx/xxx/xxx_"",input$num,"".html"",sep="""")--","R_Language"
"2357","M.1418291573.A.D7C","yaowei2010","問題","output文字字串資料沒有quote",2014-12-11 17:52:51,NA,NA,"程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)

[軟體熟悉度]:
新手(沒寫過程式，R 是我的第一次)

[問題敘述]:
output文字字串資料沒有quote("" "")

[程式範例]:

因為某些原因我用paste要設定我的dataframe裡面資料格式

但儲存成output後發現每個資料都有quote "" ""

我想把"" "" 拿掉

excel用取代的話我電腦就沒回應了= =

想問怎樣可以拿掉"" "" (輸出資料後也不要出現)

我已經試過noquote和cat了

cat好像是輸出 沒辦法存入table中

noquote好像弄了也沒辦法= =

有更好的方法嗎?


--","R_Language"
"2358","M.1418277663.A.C08","andrew43","問題","Re: 數字插入問題",2014-12-11 14:00:58,NA,NA,"這是用 diag() upper.tri() lower.tri() 的應用。
重點是看出 y 的右上部分和左下部分和 x.mat 的有相似性。
你可以觀察一下最後三列 code 的結果是什麼就可以了解了。

你可以再改寫成一個 function，
其中只有 x 和 k 是 input，而 y 最終是 output。

k <- 100
x <- c(3,6,5,8,7)
x.mat <- matrix(rep(x, yrl - 1), yrl-1, byrow=T)
yrl <- length(x)+1
y <- diag(k, yrl, yrl)
y[upper.tri(y)] <- x.mat[upper.tri(x.mat) | diag(yrl-1)]
y[lower.tri(y)] <- x.mat[lower.tri(x.mat) | diag(yrl-1)]※ 引述《yaohwei (笨笨的)》之銘言：: 各位高手你們好，小弟有個問題請教大家，在此先感謝各位幫助: [軟體熟悉度]:: 入門(寫過其他程式，只是對語法不熟悉): [問題敘述]:: 我有n個數(先假設n=5)，例如:3,6,5,8,7: 另外有個數字，例如:2: 小弟想列出2插入所有縫隙的所有可能矩陣: 即: 2,3,6,5,8,7: 3,2,6,5,8,7: 2,6,2,5,8,7: 3,6,5,2,8,7: 3,6,5,8,2,7: 3,6,5,8,7,2: 請問各位高手該如何寫，小弟再次感謝各位--http://apansharing.blogspot.com/--","R_Language"
"2359","M.1418266871.A.8B7","yaohwei","問題","數字插入問題",2014-12-11 11:01:08,NA,NA,"各位高手你們好，小弟有個問題請教大家，在此先感謝各位幫助

[軟體熟悉度]:
入門(寫過其他程式，只是對語法不熟悉)

[問題敘述]:
我有n個數(先假設n=5)，例如:3,6,5,8,7
另外有個數字，例如:2
小弟想列出2插入所有縫隙的所有可能矩陣
即
2,3,6,5,8,7
3,2,6,5,8,7
2,6,2,5,8,7
3,6,5,2,8,7
3,6,5,8,2,7
3,6,5,8,7,2

請問各位高手該如何寫，小弟再次感謝各位

--","R_Language"
"2360","M.1418208280.A.A1D","oldjojotenya","問題","正則表達式-""\\.""",2014-12-10 18:44:38,NA,NA,"[軟體熟悉度]:
魯肉腳

[問題敘述]:

coursera某篇在教strsplit的section：
>names(cameraData)
[1] ""address"" ""direction"" ""street"" ""crossStreet"" ""intersection"" ""Location.1""

該篇教學內容主要目的是要透過strsplit將""Location.1""經由"".""分離，因此要設正則
表達式：
splitNames = strsplit(names(cameraData), ""\\."")

我不懂的地方在於，為何""\\""是兩個而不是一個，當我只用一個""\""的時候，會出現以下
警告：
>strsplit(names(cameraData), ""\."")
錯誤: 在起始 """"\."" 的字串中 '\.' 是無法辨識的跳脫字元

是否有好心大大可以解惑？謝謝

[關鍵字]:
regular expression

--","R_Language"
"2361","M.1418048003.A.21C","WeTinHsu","問題","軟體更新，package要重新安裝一次嗎?",2014-12-08 22:13:20,NA,NA,"文章分類提示:
- 問題:
       我的R軟體要從2.9.1版更新到3.1.2版，
       安裝完3.1.2版後，發現以前裝在2.9.1的package沒有在3.1.2出現，
       想請問是否有方法快速的裝回package?



--","R_Language"
"2362","M.1417946411.A.5D3","nh2","問題","index和rowname不一致？",2014-12-07 18:00:03,NA,NA,"[軟體熟悉度]:
新手(沒寫過程式，R 是我的第一次)

請教各位，
當我用complete.cases選出data中沒有na值的資料設成data1
想用data1計算出同樣id的行有幾個，
但是最後的result其index值和row name不一樣，
想請教要如何才能把index改成和row name 一樣？

complete <- function(x, z) {
  filelist <- list.files(""./specdata/"", full.names = T)
  data <- data.frame()
  ##讀入全部data
  for(i in z){
    data <- rbind(data, read.table(filelist[i], header = T, sep ="",""))
  }
  ##只要沒有na值的
  data1 <- data[complete.cases(data), ]
  data1$ID.F <- as.factor(data1$ID)
  ##看同一個id的資料有幾個
  result <- tapply(data1$ID, data1$ID, length)
  result2 <- as.data.frame(result)
  result2
}

data裡包含ID, data, sulfate
所以同一個id裡會有很多筆不同data和sulfate的資料

--","R_Language"
"2363","M.1417148498.A.34E","ardodo","問題","如何將資料依據某欄位重新排序",2014-11-28 12:21:36,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:使用者(已經有用R 做過不少作品)[問題敘述]:各位版友好，我現在想要把以下資料(matrix形式)按照total欄位重新排序目前資料如下：100 101 102 totalA  1   2   2   5B  2   1   3   6C  1   1   1   3D  3   2   2   7目標資料如下：100 101 102 totalD  3   2   2   7B  2   1   3   6A  1   2   2   5C  1   1   1   3在excel中可以很直觀的依照total降冪篩選，請問在R裡面要如何做到呢？[關鍵字]:
資料表重新排列


--","R_Language"
"2364","M.1417029155.A.511","lepin2001","問題","林建甫的存活分析",2014-11-27 03:12:32,NA,NA,"http://www.books.com.tw/products/0010417184因為最近要研究存活分析…
想請問這本書裡面有用到r嗎?

謝謝!


--","R_Language"
"2365","M.1416390265.A.D70","nh2",NA,"plot畫圖",2014-11-19 17:44:20,NA,NA,"其實只是個小小問題…
正再看coursera的exploratory data analysis
裡面畫圖是用
with(data, plot(x, y))

記得一般畫不是只要plot()就好了？
加with的目的是？

--","R_Language"
"2366","M.1416208463.A.59F","Godkin","問題","關於hypergeometric計算一問",2014-11-17 15:14:21,NA,NA,"[問題類型]:經驗諮詢(我想用R 連接某些資料庫，請問大家的經驗)[軟體熟悉度]:使用者(已經有用R 做過不少作品)[問題敘述]:大家好，我在計算超幾何分配的機率分佈時遇到了一個問題:首先, 我總共有24607顆球, 其中白球有1865顆, 黑球有22742顆要算的是...現在我不放回抽了3460顆，其中至少有379顆白球的機率在R底下我用的是phyper, python下我用的是stats.hypergeom.sf但兩者算出的結果有點不同，請問我該相信哪一種方法算出來的結果?[程式範例]:R:1 - phyper(379-1,1865,22742,3460) = 7.993606e-15Python:stats.hypergeom.sf(379-1,24607,1865,3460) = 7.96882090302e-15奇怪的是, 如果我在phyper當中開啟log.p的設定:-phyper(379-1,1865,22742,3460,log.p=TRUE) = 7.968821e-15就可以得到跟python一樣的結果, 請問為何會這樣?*[m[關鍵字]:hypergeometric--","R_Language"
"2367","M.1416076425.A.46E","j94223","問題","有程式基礎的初學者用書？",2014-11-16 02:33:43,NA,NA,"大家好 我今年大四要讀研究所 已經找好指導教授
研究的方向以大數據分析(Big Data)為主
教授說語言在Big Data分析比較方便 因此叫我先修

我沒用過Ｒ語言 但是我有程式基礎 C/Java/硬體描述語言/MATLAB 都還算了解
所以我想請問有沒有推薦的Ｒ初學者用書？

稍微爬文發現Ｒ與統計很相關
我有修過工程機率但是對統計沒概念

希望有Ｒ的概念引導類型的書（例如:深入淺出Java）
並且有對統計/資料庫的基礎有講解
若有大量例子更加分（還是以概念為主，我知道一本書不太可能概念多，範例也多）

有沒有推薦的書呢？
謝謝大家

--","R_Language"
"2368","M.1415848834.A.746","criky","問題","條件篩選資料",2014-11-13 11:20:27,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:
新手(沒寫過程式，R 是我的第一次)

[問題敘述]:
基本學習

[程式範例]:我有參考此網頁的寫法，不過也出現錯誤https://sites.google.com/site/rlearningsite/manage/manage4在coursera學習R，之前有自己找文件看，第一週的考試最後3題不太會，都是篩選資料後計算的資料如下https://www.sendspace.com/file/vtlml8Ozone Solar.R Wind Temp Month Day1    41     190  7.4   67     5   12    36     118  8.0   72     5   23    12     149 12.6   74     5   34    18     313 11.5   62     5   45    NA      NA 14.3   56     5   56    28      NA 14.9   66     5   6第17題是要選 Ozne>31和 Temp>90的資料，再做計算我打程式碼如下：hw1.Q18<-hw1[Ozone>31, Temp>90]錯誤訊息如下：Error in `[.data.frame`(hw1, Ozone > 31, Temp > 90) :object 'Temp' not found要怎麼修改才能篩選出我要的資料呢？[關鍵字]:
篩選選擇性，也許未來有用--","R_Language"
"2369","M.1415790939.A.430","Wush978","情報","R社群資料分析上手課程教材與影片",2014-11-12 19:15:36,NA,NA,"[關鍵字]: R 教材

[出處]:http://taiwanrusergroup.github.io/DSC2014Tutorial/[重點摘要]:


今年Taiwan R User Group很高興能夠在資料科學愛好者年會上舉辦資料分析上手課程。

感謝主辦單位的規劃，把整個教學過程的錄影下來，讓我們社群能夠於事後建立一個線上

學習資源，讓當時沒機會參加的朋友們，可以在事後一起重新學習。 這裡我們將當時使

用的教材和錄影整理下來，讓想線上學習的朋友，可以在比較舒服的方式來上手R語言。

請使用者們依照下面的順序一步一步的來建立R 的學習環境，以有良好的學習體驗。 觀

看影片時，請初學者務必不要貪快，跟著投影片和影片，一步步的重現投影片中的R 的程

式碼。影片中有講師們講解程式碼的原理，投影片則方便大家可以直接複製貼上程式碼。

重現範例程式碼，以及理解運作的原理，就是學習一個程式語言最好的方法。



請有興趣的版友跟著文章中的說明，設定好學習環境之後跟著影片和投影片操作。

有問題很歡迎在版上發問。


--","R_Language"
"2370","M.1415721560.A.FFD","followaymis","問題","請問＋是什麼意思",2014-11-11 23:59:17,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:請把以下不需要的部份刪除新手(沒寫過程式，R 是我的第一次)[問題敘述]:我想用rpart跑一個decision tree出來library(rpart)fit <- rpart(ROI ~ CustomerType + Age + RiskLevel + TrustType ,data = CRM1111, method=""class”)執行完這段之後,突然就從< 變成 ＋也沒有錯誤訊息,想請問這是什麼意思呢？我的資料有九萬筆,會是在跑資料分析嗎？謝謝各位回答[程式範例]:張貼能夠重現錯誤的程式碼，可以幫助版友更快的幫你解決問題程式碼可貼於以下網站：http://ideone.com/http://codepad.orghttp://pastie.org/http://nopaste.info/http://pastebin.com/http://paste.plurk.comhttp://gist.github.com/http://nopaste.csie.org/[關鍵字]:選擇性，也許未來有用--","R_Language"
